date,1332 JT,1333 JT,1605 JT,1721 JT,1801 JT,1802 JT,1803 JT,1808 JT,1812 JT,1925 JT,1928 JT,1963 JT,2002 JT,2269 JT,2282 JT,2432 JT,2501 JT,2502 JT,2503 JT,2531 JT,2768 JT,2801 JT,2802 JT,2871 JT,2914 JT,3086 JT,3099 JT,3101 JT,3103 JT,3105 JT,3289 JT,3382 JT,3401 JT,3402 JT,3405 JT,3407 JT,3436 JT,3861 JT,3863 JT,4004 JT,4005 JT,4021 JT,4042 JT,4043 JT,4061 JT,4063 JT,4151 JT,4183 JT,4188 JT,4208 JT,4324 JT,4452 JT,4502 JT,4503 JT,4506 JT,4507 JT,4519 JT,4523 JT,4543 JT,4568 JT,4689 JT,4704 JT,4901 JT,4902 JT,4911 JT,5020 JT,5101 JT,5108 JT,5201 JT,5202 JT,5214 JT,5232 JT,5233 JT,5301 JT,5332 JT,5333 JT,5401 JT,5406 JT,5411 JT,5541 JT,5631 JT,5703 JT,5706 JT,5707 JT,5711 JT,5713 JT,5714 JT,5801 JT,5802 JT,5803 JT,5901 JT,6103 JT,6113 JT,6301 JT,6302 JT,6305 JT,6326 JT,6361 JT,6367 JT,6471 JT,6472 JT,6473 JT,6479 JT,6501 JT,6503 JT,6504 JT,6506 JT,6674 JT,6701 JT,6702 JT,6703 JT,6752 JT,6758 JT,6762 JT,6770 JT,6841 JT,6857 JT,6902 JT,6952 JT,6954 JT,6971 JT,6976 JT,6988 JT,7003 JT,7004 JT,7011 JT,7012 JT,7013 JT,7186 JT,7201 JT,7202 JT,7203 JT,7205 JT,7211 JT,7261 JT,7267 JT,7269 JT,7270 JT,7731 JT,7733 JT,7735 JT,7751 JT,7752 JT,7762 JT,7911 JT,7912 JT,7951 JT,8001 JT,8002 JT,8015 JT,8031 JT,8035 JT,8053 JT,8058 JT,8233 JT,8252 JT,8253 JT,8267 JT,8303 JT,8304 JT,8306 JT,8308 JT,8309 JT,8316 JT,8331 JT,8354 JT,8355 JT,8411 JT,8601 JT,8604 JT,8628 JT,8630 JT,8725 JT,8750 JT,8766 JT,8795 JT,8801 JT,8802 JT,8804 JT,8830 JT,9001 JT,9005 JT,9007 JT,9008 JT,9009 JT,9020 JT,9021 JT,9022 JT,9062 JT,9064 JT,9101 JT,9104 JT,9107 JT,9202 JT,9301 JT,9412 JT,9432 JT,9433 JT,9501 JT,9502 JT,9503 JT,9531 JT,9532 JT,9602 JT,9613 JT,9735 JT,9766 JT,9983 JT,9984 JT
2013-09-02,187.5795,,931.9807,1072.9018,1796.0624,487.9053,385.6009,,617.2104,1430.2451,923.2861,3096.0881,817.8841,2329.7878,2464.6857,,1618.0798,2205.7591,1167.8498,689.0941,132.8338,1602.7918,1149.938,858.5675,2410.4394,1369.4839,1203.654,1405.2652,520.0,596.2109,,2912.7345,895.7913,533.1623,871.805,598.8704,708.2567,343.8646,1127.0528,1013.9485,286.3979,1203.9703,589.9257,1610.1822,1438.4444,5233.6726,898.8378,1087.5048,363.7038,1375.65,2889.9993,2592.5933,3411.9284,867.2919,1146.399,1738.9806,623.132,3389.3302,1107.4063,487.7823,426.5489,2790.0316,1879.8671,642.9938,1472.3398,394.2521,1406.3772,2572.1665,2362.1217,1022.8802,1974.7538,3129.0719,3228.9087,247.6229,2164.059,1192.1036,2491.781,1426.2544,1872.0196,3524.2184,2238.7454,998.4534,2027.7033,2607.9136,3300.0076,2251.6961,3732.0258,1724.8146,1118.6777,299.9732,1576.7692,3297.5402,569.8367,1755.942,1869.3172,1662.4275,1169.788,2213.1319,4387.5206,757.1604,311.934,1079.0556,381.4106,2532.0829,864.3948,1563.7486,1087.0932,2136.8328,1869.9262,3291.7053,1354.4945,754.3217,1888.3312,3177.5059,646.6883,1092.6284,1051.5824,3739.4809,675.0051,12930.6923,4392.9372,1169.3832,,1706.1059,608.6366,4615.0592,3046.7353,3665.8539,,755.724,1022.5895,4764.6022,1062.107,866.2222,1730.1471,2868.2347,1911.1115,1882.748,1377.2794,690.3168,2139.2345,2123.9514,856.6573,520.1393,1229.0185,1573.0474,1117.1309,845.5234,530.5034,1892.3541,1003.8796,3287.2126,922.922,1393.7503,1576.3908,811.6694,1998.6701,1175.8676,1959.9951,1981.7897,448.771,355.1794,3378.6066,3228.0229,578.1307,1687.6796,901.5977,1504.7776,606.1043,549.6528,607.3153,1946.9991,1917.9349,1100.363,2350.6766,981.5352,2875.3487,2437.281,1517.2184,4225.2546,2317.807,1195.4653,1726.7564,3162.0961,1848.3772,6919.0151,3488.4589,10758.5166,3978.8054,1938.6316,2469.9924,3462.9105,2060.8765,1861.636,2384.7781,397.1475,998.7494,1268.4465,508.0,1075.4756,982.1768,2215.6047,1693.1643,1795.5121,631.1009,4972.9547,1996.6461,30678.6952,3003.6158
2013-09-03,191.2756,,961.6346,1096.8964,1812.9268,483.6774,386.4559,,620.5557,1437.4162,954.3655,3186.0906,849.4541,2379.3578,2555.1329,,1680.1432,2250.4882,1194.7549,716.2595,137.4142,1654.3435,1158.943,883.6614,2474.4333,1396.7373,1258.45,1430.8155,530.0,618.1722,,3011.1088,916.6237,547.2858,899.8502,607.9193,754.1213,348.1415,1151.1921,1063.4094,295.1978,1252.3049,601.3331,1655.926,1477.7462,5427.8392,910.3273,1099.8162,373.9824,1399.5052,2938.0204,2643.2889,3487.4136,879.1494,1192.3632,1798.3648,634.8101,3472.6061,1152.7251,500.9128,435.2629,2873.6132,1965.1956,659.726,1510.8877,401.0757,1452.9353,2678.6826,2398.5867,1051.2935,2017.2632,3137.5748,3246.3623,257.8342,2186.8386,1217.9627,2578.3012,1452.9966,1949.529,3563.0528,2367.8182,1030.1503,2044.6008,2705.8216,3393.0847,2289.0264,3935.5909,1785.4864,1152.0213,308.9276,1639.6148,3384.6615,592.2286,1814.0697,1915.3183,1722.0127,1223.2739,2268.4602,4456.0756,787.3489,324.8595,1118.0376,390.4488,2591.8623,880.5756,1619.2916,1130.8321,2141.1671,1931.9617,3309.6437,1410.9317,782.449,1945.5534,3261.4733,664.9563,1117.5214,1110.0521,3817.8162,704.0287,13375.1325,4518.2028,1192.4936,,1743.8099,625.5432,4740.0157,3185.6178,3774.4718,,779.6052,1034.2477,4923.4222,1105.4583,932.9213,1803.8627,2936.526,1978.3593,1963.5156,1409.7462,697.5833,2153.0956,2192.6994,891.1867,538.5661,1254.2723,1597.4232,1155.4376,871.3757,549.2095,1982.5451,1026.6283,3415.9651,955.9097,1435.434,1613.839,844.3425,2096.0611,1192.5279,1988.8185,2016.558,471.2872,367.2449,3527.2027,3342.3871,595.9063,1735.2199,930.599,1541.8411,635.2511,576.5423,642.3797,1987.6802,1976.8053,1145.208,2401.187,1023.9623,2915.9738,2501.8081,1539.5053,4286.7645,2396.2985,1256.2517,1796.6579,3279.0375,1923.5458,7188.5871,3582.166,11175.2197,4098.3403,1987.803,2549.6696,3623.148,2098.1774,1889.013,2483.2323,405.85,1020.6343,1314.8855,525.0,1127.5147,1061.5534,2224.209,1714.2761,1831.1846,649.1323,5051.4751,2058.1927,31896.4755,3084.6657
2013-09-04,192.1997,,969.0481,1103.752,1800.2785,483.6774,383.0359,,620.5557,1440.6034,988.477,3244.5923,839.9097,2383.8641,2549.9148,,1675.7101,2234.7015,1188.8694,714.4484,140.4679,1655.2808,1150.8385,881.8689,2460.2124,1400.144,1274.2387,1447.849,530.0,621.4258,,3041.0488,912.4572,548.1685,906.2605,607.9193,769.9976,345.5753,1167.0074,1071.6529,296.7978,1277.7904,609.4813,1692.5211,1497.3971,5480.7938,903.2568,1116.2314,374.7731,1423.3604,2964.2138,2621.054,3487.4136,887.6191,1190.5606,1785.9561,638.104,3480.9337,1128.3227,510.9701,434.8272,2897.4936,1977.5111,658.9292,1490.2035,403.3502,1460.9626,2714.1879,2418.8451,1060.7646,2036.5857,3163.0835,3220.1819,261.2379,2199.1045,1223.9965,2612.9093,1488.653,1986.5987,3650.4301,2381.1706,1030.1503,2103.7421,2705.8216,3359.2385,2295.8137,3986.4821,1768.1516,1142.8518,305.3458,1670.5686,3380.3055,600.7221,1825.3723,1915.3183,1750.1029,1225.8619,2311.0204,4424.0832,798.7716,329.168,1123.8434,387.7373,2574.7825,878.8724,1632.1092,1155.4352,2171.5075,1958.5483,3309.6437,1491.5564,782.449,1963.6737,3248.2153,683.2243,1131.7461,1111.7975,3834.3078,690.7608,13433.8321,4587.3149,1208.2086,,1828.6439,625.5432,4823.32,3211.6583,3801.6262,,780.3756,1009.2659,4947.2453,1095.4541,930.3226,1816.8713,2952.5946,1971.9981,1997.2341,1412.3094,677.7216,2139.2345,2275.9207,910.9177,538.5661,1267.741,1612.0486,1162.5645,873.6568,554.4472,1986.6822,1029.5637,3428.0356,956.6428,1445.2865,1624.5384,854.6604,2116.7459,1179.375,2008.0342,2023.5116,481.3807,368.7531,3589.7695,3390.3463,593.3669,1727.2965,929.746,1571.4919,647.9561,585.2418,649.3926,1984.4257,1978.3545,1136.0729,2377.8746,1019.0669,2970.1405,2546.9771,1590.9364,4353.0059,2405.5328,1261.7777,1821.2179,3297.7481,1938.965,7233.5158,3590.6848,11307.8071,4098.3403,1989.6242,2620.4937,3703.2667,2163.4541,1898.1387,2490.5252,401.8943,1016.6552,1325.5001,510.0,1136.1879,1058.9366,2215.6047,1718.4985,1824.7818,651.8371,5086.373,2025.6092,31896.4755,3118.0392
2013-09-05,190.3516,,980.6979,1102.895,1787.6301,480.295,386.4559,,617.2104,1437.4162,993.0252,3240.0922,819.3524,2383.8641,2518.6061,,1666.8439,2231.1933,1168.6905,710.8264,139.7045,1656.2182,1126.525,881.8689,2435.3259,1379.704,1267.7375,1439.3323,540.0,622.2392,,3002.5545,912.4572,547.2858,916.6773,612.855,763.8235,355.8399,1180.3256,1055.1659,297.5978,1263.7294,609.4813,1683.3723,1493.4669,5480.7938,896.1863,1108.0238,372.4011,1407.457,2938.0204,2627.2798,3494.9621,887.6191,1174.338,1775.3202,637.2056,3497.5889,1127.1607,511.5289,437.4414,2885.5534,1966.0753,656.5389,1477.0408,410.932,1470.5953,2706.2978,2414.7934,1079.7068,2040.4502,3137.5748,3237.6355,257.8342,2209.6182,1232.6162,2708.0815,1506.4812,2035.4633,3757.2246,2430.1292,1022.2261,2095.2934,2688.0201,3350.7769,2338.2345,4037.3734,1759.4842,1146.1862,302.6595,1681.8246,3402.0858,615.3927,1815.6844,1915.3183,1756.9126,1237.0767,2298.2524,4446.9349,799.5875,329.168,1124.6728,393.1602,2579.0524,880.5756,1627.8366,1163.6362,2167.1732,1976.2727,3282.736,1499.6189,784.1536,1979.8866,3274.7314,678.6573,1144.1926,1118.7789,3842.5536,692.4193,13526.0744,4561.3979,1211.9062,,1856.9219,625.5432,4814.9896,3168.2575,3765.4203,,784.9978,1002.6041,4963.1273,1112.9614,918.1955,1816.8713,3020.8859,2013.8008,2020.7587,1412.3094,692.739,2139.2345,2254.2108,905.1628,535.2158,1272.7918,1610.4235,1154.5468,872.8964,557.4401,1975.9255,1038.3696,3508.5059,955.9097,1450.5917,1603.1395,834.8845,2097.7848,1180.2519,1988.8185,2023.5116,479.8278,367.999,3581.9487,3412.4813,589.9811,1715.4114,931.4519,1556.6665,648.7035,586.8236,652.1978,2015.3434,2004.6913,1150.1908,2393.4162,1046.8077,2983.6821,2550.6644,1563.5065,4357.7374,2391.6813,1252.5676,1807.9933,3269.6822,1929.328,7269.4587,3577.9066,11288.866,4081.2639,1975.0549,2664.7588,3783.3855,2228.7307,1889.013,2499.6413,404.2677,1016.6552,1301.6172,511.0,1163.0748,1102.5502,2228.5111,1726.9432,1806.4883,643.7229,5173.6178,1983.9747,32036.9886,3108.5039
2013-09-06,187.5795,,981.7569,1089.1838,1715.9563,472.6847,380.471,,603.8292,1436.6194,990.7511,3213.0914,803.2003,2343.3069,2454.2495,,1631.3791,2184.7101,1148.5117,692.7162,138.9411,1618.7259,1118.4205,863.9448,2406.8841,1345.6372,1246.3763,1439.3323,530.0,615.7321,,2998.2774,895.7913,535.8104,917.4786,604.6288,778.8177,347.2861,1181.9904,1030.4354,299.1978,1237.3651,594.8146,1660.5004,1473.816,5427.8392,877.6263,1099.8162,371.6104,1399.5052,2846.3437,2614.8282,3468.5423,879.1494,1149.1028,1724.7993,623.4315,3443.4595,1103.9202,502.3096,433.5201,2837.7925,1957.2785,658.9292,1462.9379,407.8993,1438.4862,2694.4627,2386.4317,1089.178,2067.5016,3052.5457,3167.8213,254.4304,2200.8568,1213.6529,2734.0375,1461.9107,2053.9981,3650.4301,2398.9737,1022.2261,2112.1909,2670.2187,3316.9307,2272.0581,3978.0003,1759.4842,1140.351,302.6595,1656.4987,3402.0858,616.937,1794.6938,1881.8629,1722.0127,1233.626,2281.2283,4382.9502,793.0602,324.8595,1122.1846,400.3908,2519.273,878.0208,1597.9289,1154.524,2123.8297,1958.5483,3202.013,1475.4315,776.4826,1990.3774,3265.8927,675.0037,1129.968,1103.0707,3850.7995,686.6146,13484.1461,4483.6468,1204.5109,,1828.6439,617.0899,4831.6505,3133.5369,3584.3904,,781.9163,984.2841,4931.3633,1092.9531,907.8008,1786.5179,3040.9715,2009.257,1988.6084,1400.3479,691.5279,2171.5771,2243.3559,919.9611,528.5151,1271.1082,1615.2987,1130.4937,867.5739,552.9507,1962.6865,1030.2975,3424.0121,952.9775,1439.9813,1576.3908,808.2301,2031.4211,1184.6362,1979.2107,2002.6507,475.9457,368.7531,3503.7402,3364.5221,578.1307,1699.5647,905.0096,1549.2538,635.9985,578.124,640.9772,1979.544,1948.9193,1148.5299,2385.6454,1022.3305,2911.4599,2487.9809,1522.3615,4296.2275,2368.5956,1237.8316,1779.6548,3222.9056,1884.9978,7161.6299,3505.4966,11127.8671,4004.42,1970.502,2664.7588,3792.2875,2219.4055,1889.013,2410.3033,395.1697,1028.5925,1298.9635,499.0,1150.9323,1091.2106,2219.9069,1722.7208,1775.3892,615.7742,5156.1689,1907.9465,30866.046,3041.7569
2013-09-09,190.3516,,997.643,1132.8883,1952.0584,506.5083,412.9606,,662.3721,1450.9617,999.0895,3312.0942,820.8208,2406.3959,2454.2495,,1702.3086,2241.7178,1167.009,722.598,141.9947,1670.2777,1133.729,892.6234,2431.7707,1403.5507,1313.246,1439.3323,550.0,638.5068,,3088.0974,912.4572,550.8166,933.5044,607.9193,647.3977,358.4061,1203.6325,1038.6789,299.1978,1254.9413,607.8516,1692.5211,1497.3971,5348.4075,905.9083,1112.1276,373.1918,1447.2157,3055.8905,2661.0769,3494.9621,901.1705,1164.4242,1761.1389,637.2056,3505.9165,1128.3227,519.0719,449.6409,2933.3143,1999.503,678.8485,1498.6652,411.6901,1467.3844,2706.2978,2435.0517,1108.1202,2117.7399,3290.6272,3403.4443,261.2379,2279.7092,1242.0979,2837.8617,1506.4812,2137.4049,3796.0589,2443.4816,1061.8473,2205.1273,2741.4245,3486.1618,2333.144,4062.819,1785.4864,1169.5267,308.9276,1709.0264,3484.851,629.2912,1842.3262,1944.5917,1774.7882,1247.4288,2332.3006,4483.4976,814.2738,333.4764,1153.702,411.2366,2587.5923,888.2402,1632.1092,1195.5292,2162.8388,2011.7215,3309.6437,1507.6813,779.8919,1994.1922,3371.9569,695.0985,1170.8638,1118.7789,3883.7828,692.4193,13903.4292,4604.5929,1218.3771,,1885.1999,629.7699,4898.2939,3194.298,3647.7509,,793.4717,994.2768,4971.0683,1110.4604,920.7942,1812.5351,3081.1429,2031.0671,1993.3133,1402.0567,690.3168,2277.8458,2279.539,938.8701,546.1044,1299.7291,1642.9245,1154.5468,899.5091,561.9296,2017.2975,1047.9094,3456.2002,956.6428,1464.9915,1620.9719,840.0434,2115.884,1214.4494,2046.4655,2037.4189,483.7099,373.2777,3597.5903,3449.373,595.9063,1731.2582,932.3049,1571.4919,660.6612,594.7322,669.73,2051.9564,1973.7069,1178.4265,2416.7287,1029.6737,3096.5294,2604.1297,1609.7945,4499.6833,2456.3214,1307.828,1845.7779,3386.6236,1981.3678,7458.1591,3616.2413,11468.806,4115.4168,2006.0147,2717.877,3845.7,2256.7064,1934.6413,2550.6916,409.8056,1052.467,1316.2123,518.0,1164.8094,1100.8056,2297.3455,1769.1667,1828.4405,640.1166,5339.383,2025.6092,31896.4755,3075.1304
2013-09-10,189.4275,,990.2295,1162.0246,2209.241,527.6481,436.0454,,714.2245,1497.9725,1002.8797,3397.5966,819.3524,2442.4468,2473.3825,,1737.7734,2218.0377,1158.6011,747.0469,145.8118,1663.7166,1133.729,915.9249,2488.6542,1423.9908,1340.1796,1456.3658,560.0,653.1478,,3143.7003,924.9566,556.1129,939.9147,609.5645,650.9258,361.8276,1200.3029,1071.6529,302.3978,1262.8506,617.6294,1710.8186,1513.1178,5330.7559,891.7673,1128.5428,371.6104,1479.0226,3160.6639,2653.0723,3517.6076,911.3341,1160.8192,1803.6827,633.6124,3535.0631,1136.4568,528.5705,453.1265,2961.1748,2002.142,686.8162,1509.9475,412.4483,1480.228,2729.9681,2512.0334,1108.1202,2152.5203,3469.1884,3612.8871,265.4926,2346.2956,1266.233,2924.3819,1577.7939,2202.2769,3864.0191,2461.2848,1109.3926,2222.0248,2803.7296,3503.085,2361.9902,4100.9875,1837.4909,1193.7008,323.2547,1737.1663,3541.4798,647.8224,1960.1964,1978.047,1908.4293,1270.721,2323.7885,4634.3186,830.5919,346.4019,1182.7312,411.2366,2660.1815,894.2016,1670.562,1246.5578,2180.1762,2020.5838,3282.736,1539.9312,794.3817,2036.1551,3367.5375,728.8944,1199.313,1096.9619,3904.3973,709.0042,13903.4292,4673.705,1237.7898,,1922.9039,629.7699,4931.6156,3289.7797,3702.0598,,781.146,990.9459,5002.8323,1121.2982,929.4564,1803.8627,3105.2457,2056.5123,1987.0401,1406.3287,703.3965,2351.7718,2301.2489,947.9135,554.4802,1331.7173,1667.3003,1170.5822,922.32,568.6637,2089.2847,1064.7875,3508.5059,962.5072,1485.4544,1678.0359,852.0809,2180.5241,1216.2031,2084.8967,2058.2798,493.027,377.8023,3683.6197,3501.0214,606.0638,1770.8751,952.7764,1593.73,692.7974,608.177,704.7944,2112.1645,2050.3933,1206.6623,2529.4058,1055.7827,3173.2656,2655.7514,1633.7957,4537.5355,2484.0242,1352.0363,1902.4548,3452.1108,2070.0282,7628.888,3650.3166,11686.6281,4226.4135,2047.9015,2815.2602,4077.1542,2340.6335,2007.6467,2681.9638,412.9701,1062.4147,1356.0171,512.0,1167.4114,1093.8275,2318.8562,1764.9444,1857.7102,645.5261,5470.2502,2144.177,32552.2033,3089.4334
2013-09-11,190.3516,,956.3393,1148.3134,2108.0544,505.6627,421.5105,,690.8073,1504.3469,999.8476,3334.5948,819.3524,2460.4722,2452.5101,,1724.4741,2211.8984,1157.7603,737.0862,146.5752,1664.6539,1137.331,944.6035,2513.5408,1410.364,1339.2509,1447.849,560.0,656.4013,,3083.8203,945.789,557.8784,940.716,602.9835,654.4538,367.8153,1204.4649,1088.1398,304.7977,1269.0023,642.0738,1742.8393,1501.3272,5189.5439,889.1158,1149.0617,372.4011,1494.9261,3191.2228,2634.3949,3506.2849,906.2523,1150.0041,1771.7748,626.1264,3501.7527,1127.1607,533.8786,447.8981,2973.115,1999.503,681.2388,1511.8279,413.2065,1483.4389,2745.7482,2491.7751,1117.5913,2144.7914,3299.1301,3560.5264,265.4926,2391.8547,1257.6133,2881.1218,1559.9657,2201.4344,3834.8933,2474.6371,1117.3169,2188.2298,2732.5238,3410.0078,2324.6599,4075.5419,1863.4931,1194.5344,324.1501,1753.1122,3602.4647,671.7587,2012.6728,1994.7747,2006.3193,1275.0344,2328.0445,4817.1319,801.2193,362.7741,1163.6549,401.2946,2694.3412,898.4597,1670.562,1234.7119,2357.8844,1976.2727,3273.7668,1523.8063,789.2677,2030.4329,3354.2795,711.5398,1210.8705,1071.6541,3871.414,704.0287,13886.6579,4647.788,1197.1156,,1904.0519,629.7699,4923.2852,3315.8202,3683.9568,,776.5238,1045.9059,5034.5963,1163.8158,968.4364,1851.561,3101.2286,2061.056,2038.01,1407.1831,718.1717,2324.0496,2290.394,954.4905,561.1809,1319.9322,1649.4247,1164.3462,920.0389,561.1813,2104.1787,1052.3124,3504.4824,958.1089,1483.9386,1674.4694,851.2211,2215.8606,1205.6808,2104.1124,2065.2335,490.6977,373.2777,3691.4405,3512.0889,603.5244,1758.99,949.3645,1586.3173,684.5765,612.1313,723.0278,2089.3831,2036.4503,1206.6623,2529.4058,1054.9668,3159.7239,2654.8296,1599.5082,4518.6094,2447.0871,1328.0901,1874.1163,3419.3672,2021.8432,7565.9879,3620.5007,11516.1586,4217.8753,2042.438,2797.5541,4032.6438,2219.4055,1989.3953,2623.6206,411.3879,1052.467,1385.2073,514.0,1172.6153,1113.8897,2336.0648,1777.6114,1834.8433,642.8213,5339.383,2194.8625,32552.2033,3156.1804
2013-09-12,191.2756,,977.5207,1148.3134,2145.9994,503.9715,419.8006,,687.462,1509.1277,987.719,3294.0937,812.0106,2487.5104,2442.0739,,1728.9072,2205.7591,1157.7603,740.7083,145.8118,1667.4658,1141.8335,942.8111,2499.3199,1395.034,1324.391,1456.3658,550.0,661.2816,,3053.8802,949.9554,552.5821,929.4979,598.8704,658.8639,362.683,1204.4649,1079.8963,303.9977,1268.1234,642.0738,1761.1368,1520.9781,5198.3696,892.6511,1157.2693,370.0291,1486.9743,3182.4917,2560.575,3498.7364,891.0069,1131.0777,1762.9115,621.3354,3435.132,1124.8366,533.5992,440.0556,2929.3342,2005.6607,677.255,1518.4092,417.7556,1459.3571,2706.2978,2483.6717,1117.5913,2160.2493,3307.6331,3586.7067,267.1945,2402.3684,1255.0274,2889.7738,1577.7939,2225.0242,3834.8933,2474.6371,1164.8623,2213.5761,2759.226,3418.4694,2307.6916,4050.0962,1854.8257,1182.8641,323.2547,1753.1122,3528.4116,678.7079,2038.5073,1973.8651,2021.6412,1271.5837,2345.0686,4744.0066,800.4034,366.2209,1117.2082,398.5831,2694.3412,898.4597,1644.9268,1221.0435,2396.8935,1976.2727,3237.8899,1491.5564,785.006,2005.6366,3314.5054,671.3501,1220.6499,1069.036,3805.4474,710.6627,13886.6579,4634.8295,1145.3485,,1951.1819,646.6764,4898.2939,3341.8607,3656.8024,,767.2795,1020.9241,4979.0093,1152.1443,890.4764,1847.2248,3089.1772,2026.5233,1992.5292,1410.6006,709.2097,2314.8088,2304.8672,939.6922,561.1809,1324.9829,1654.2999,1166.1279,914.7164,563.4261,2112.4531,1047.9094,3407.918,956.6428,1482.4229,1649.5039,840.9033,2181.386,1198.6659,2075.2889,2058.2798,490.6977,368.7531,3605.4112,3504.7105,597.5992,1731.2582,937.4228,1593.73,673.3662,605.8044,716.7163,2084.5013,2065.1109,1224.102,2564.3745,1065.5736,3101.0433,2628.0969,1568.6496,4490.2202,2456.3214,1318.8801,1877.8948,3410.0119,2041.1172,7548.0164,3607.7225,11402.5123,4217.8753,2045.1698,2832.9662,4103.8605,2266.0316,1998.521,2658.2619,409.8056,1058.4356,1382.5536,511.0,1153.5343,1091.2106,2318.8562,1764.9444,1827.5259,640.1166,5313.2095,2196.6727,33067.418,3180.0186
2013-09-13,192.1997,,963.7528,1170.5941,2133.3511,496.3612,418.9456,,684.1167,1506.7373,992.2672,3357.0955,795.1243,2464.9786,2452.5101,,1711.1748,2199.6198,1164.4866,741.6138,146.5752,1656.2182,1151.739,921.3021,2509.9855,1429.1008,1310.4598,1447.849,560.0,662.095,,3088.0974,958.2884,552.5821,931.9018,598.8704,670.3301,365.2492,1225.2746,1071.6529,295.9978,1268.1234,637.1849,1756.5624,1524.9083,5163.0666,878.5101,1165.4769,366.8665,1447.2157,3204.3195,2615.7176,3513.8334,896.0887,1131.0777,1738.0943,624.3298,3435.132,1117.8645,531.0849,457.4835,2929.3342,2013.5778,658.1325,1490.2035,413.9647,1449.7244,2729.9681,2426.9484,1117.5913,2067.5016,3256.6156,3543.0728,274.002,2405.8729,1251.5795,2855.1658,1551.0516,2186.2695,3834.8933,2456.834,1196.5592,2230.4736,2759.226,3367.7,2270.3613,4062.819,1863.4931,1191.2,322.3592,1763.4301,3659.0935,699.5556,2048.1953,2007.3204,2029.3022,1270.721,2340.8126,4762.2879,811.0102,368.806,1110.573,409.4289,2702.8811,908.6791,1670.562,1247.4691,2448.9057,1967.4105,3264.7976,1507.6813,785.006,1998.9607,3314.5054,675.0037,1228.6513,1056.8185,3871.414,723.1013,13936.9719,4665.066,1148.1217,,1922.9039,655.1297,4839.9809,3341.8607,3674.9054,,768.8202,1035.9132,4986.9503,1164.6495,871.4195,1860.2334,3065.0743,2025.6146,2009.7805,1406.3287,709.4519,2370.2534,2315.7222,944.625,573.7446,1313.1978,1633.1742,1171.473,922.32,560.4331,2140.586,1053.7801,3424.0121,959.575,1483.1807,1661.9866,834.8845,2254.6447,1207.4345,2075.2889,2051.3262,489.9213,367.2449,3535.0236,3508.3997,593.3669,1711.4497,931.4519,1593.73,674.8609,604.2227,720.2227,2064.1608,2036.4503,1219.9497,2579.9162,1050.8873,3092.0155,2610.5824,1572.0783,4438.1734,2447.0871,1315.196,1877.8948,3400.6566,2035.335,7539.0307,3594.9443,11535.0997,4226.4135,2043.3486,2788.7011,3961.4271,2238.0559,1980.2697,2674.6709,404.2677,1062.4147,1371.939,518.0,1139.6572,1095.572,2284.439,1756.4996,1811.0617,636.5103,5330.6585,2154.1331,33254.7689,3151.4127
2013-09-17,191.2756,,972.2253,1156.8829,2099.6222,484.523,416.3806,,675.7534,1493.9886,999.8476,3271.5931,794.3901,2446.9531,2426.4196,,1689.0093,2174.1856,1152.7156,732.5587,148.102,1649.657,1147.2365,912.34,2470.8781,1374.5939,1302.1011,1464.8826,600.0,668.6021,,3011.1088,966.6213,555.2302,943.1199,599.693,681.7963,366.1046,1243.5871,1071.6529,299.9978,1270.7599,638.8146,1765.7112,1528.8385,5171.8924,875.8586,1190.0996,366.8665,1463.1191,3213.0506,2607.713,3498.7364,887.6191,1117.5588,1753.1619,604.8663,3405.9854,1121.3506,495.046,464.4547,2929.3342,2053.1632,666.897,1485.5025,412.4483,1416.0099,2733.9131,2418.8451,1117.5913,2067.5016,3324.6389,3569.2531,275.7039,2412.882,1262.7851,2829.2097,1542.1375,2219.9692,3844.6019,2403.4245,1188.635,2272.7174,2812.6303,3393.0847,2280.5423,4041.6143,1889.4953,1184.5313,324.1501,1770.9341,3685.2299,687.9735,2044.966,2003.1385,1995.2535,1281.9358,2315.2765,4780.5693,809.3783,387.7633,1098.9613,422.0824,2732.7708,901.8662,1679.1071,1250.2027,2448.9057,1976.2727,3318.6129,1547.9937,790.12,2017.081,3349.8602,680.4841,1224.2061,1093.4712,3834.3078,724.7598,13819.5726,4669.3855,1161.9879,,1904.0519,646.6764,4823.32,3350.5408,3683.9568,,764.9684,1047.5714,4955.1863,1172.1526,871.4195,1847.2248,3049.0058,2031.9759,2016.0537,1407.1831,707.272,2402.596,2337.4321,966.0003,575.4198,1309.8307,1652.6748,1171.473,929.1633,568.6637,2162.9269,1066.2552,3584.9527,974.2362,1495.3069,1624.5384,810.8096,2217.5844,1181.1288,2036.8576,2079.1408,489.9213,372.5236,3535.0236,3497.3322,591.674,1703.5264,929.746,1593.73,677.103,608.9679,753.1832,2045.4474,2002.3674,1206.6623,2576.0308,1041.0964,3069.4461,2593.9897,1563.5065,4362.4689,2433.2356,1311.512,1860.8917,3386.6236,2023.7706,7592.9451,3629.0196,11516.1586,4166.646,2035.1534,2744.436,3908.0146,2172.7793,1962.0183,2636.3832,398.7298,1022.6239,1273.7538,512.0,1105.8317,1072.0207,2293.0433,1756.4996,1797.3415,639.215,5304.485,2199.388,32973.7426,3032.2216
